Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Djibouti,DJI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,3184.57815,,,,,2283.15715,,,,,1673.882962,,,,,1081.162899,,,,,778.6726746,,,,,611.8328473,,,,,487.7620502,,,,,453.8900648,,,,,402.0256734,,,,,370.6440063,,,,,340.4506432,,328.8882262,,,
Dominica,DMA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,3226.743248,,,,,2954.82079,,,,,2788.078178,,,,,2724.387353,,,,,2660.635892,,,,,2763.576067,,,,,2818.092152,,,,,2826.735262,,,,,2864.344638,,,,,2818.88654,,,,,2776.081284,,2748.083212,,,
Dominican Republic,DOM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,6673.713351,,,,,5696.819163,,,,,4937.043245,,,,,4342.31083,,,,,3865.881865,,,,,3473.955093,,,,,3146.527352,,,,,2878.677112,,,,,2660.693128,,,,,2472.551262,,,,,2314.142364,,2258.346368,,,
Ecuador,ECU,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,91919.82364,,,,,79481.75881,,,,,68816.2837,,,,,59992.67178,,,,,52710.96898,,,,,46548.18974,,,,,41323.90817,,,,,37098.55427,,,,,33843.17391,,,,,31142.97024,,,,,28690.63441,,27818.45465,,,
"Egypt, Arab Rep.",EGY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,63.14421128,,,,,55.3266994,,,,,49.08157199,,,,,43.87410598,,,,,38.8101498,,,,,33.91987774,,,,,29.98224252,,,,,27.21042488,,,,,24.79676366,,,,,22.63090479,,,,,20.49804393,,19.60515949,,,
El Salvador,SLV,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,5338.375474,,,,,4619.202465,,,,,4047.19815,,,,,3609.729781,,,,,3307.432518,,,,,3092.774937,,,,,2894.267037,,,,,2728.817835,,,,,2631.178915,,,,,2569.255237,,,,,2512.358457,,2488.382375,,,
Equatorial Guinea,GNQ,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,99013.6715,,,,,88604.14395,,,,,88863.06543,,,,,105400.99,,,,,89464.82828,,,,,66637.10713,,,,,57124.27606,,,,,47738.30595,,,,,39015.19642,,,,,31350.72173,,,,,25033.86793,,23020.58394,,,
Eritrea,ERI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.6975659,,,,,774.6278397,,,,,674.1575198,,,,,,,,,,
Estonia,EST,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8290.440685,,,,,9081.587813,,,,,9214.485084,,,,,9480.263747,,,,,9609.161894,,9668.744699,,,
Eswatini,SWZ,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,7220.295595,,,,,6417.861102,,,,,5590.496157,,,,,4798.970403,,,,,4129.923643,,,,,3443.297113,,,,,2913.797937,,,,,2629.495167,,,,,2442.341317,,,,,2318.975013,,,,,2115.116836,,2038.457351,,,
Ethiopia,ETH,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.772429,,,,,1730.565382,,,,,1506.165234,,,,,1319.715271,,1252.994168,,,
Faroe Islands,FRO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,67721.91083,,,,,58514.53025,,,,,52596.28528,,,,,47721.80611,,,,,42726.85641,,,,,39558.00339,,,,,38346.2878,,,,,36008.87925,,,,,35000.99915,,,,,34199.31673,,,,,32681.01044,,32230.53355,,,
Finland,FIN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,23823.07869,,,,,23231.86004,,,,,23062.04963,,,,,22579.07,,,,,22167.28511,,,,,21694.51167,,,,,21221.77108,,,,,20817.7889,,,,,20574.557,,,,,20231.73849,,,,,19763.68178,,19591.64422,,,
France,FRA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,4156.306294,,,,,3928.080306,,,,,3776.490095,,,,,3652.003374,,,,,3580.461116,,,,,3479.314285,,,,,3398.40041,,,,,3335.2872,,,,,3235.970164,,,,,3124.207867,,,,,3046.004306,,3015.859258,,,
French Polynesia,PYF,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40815.32697,,,,,38373.86893,,,,,,,,,,
Gabon,GAB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,321690.9962,,,,,296123.4907,,,,,267483.0336,,,,,241612.083,,,,,213860.5082,,,,,187030.3571,,,,,163236.7052,,,,,143566.974,,,,,126698.7482,,,,,110126.7599,,,,,93350.64494,,87433.41865,,,
"Gambia, The",GMB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,7822.21666,,,,,7205.666536,,,,,6321.925068,,,,,5436.584955,,,,,4628.129773,,,,,3730.763252,,,,,3062.105626,,,,,2659.176063,,,,,2287.720508,,,,,1949.170823,,,,,1664.701394,,1564.250005,,,
Georgia,GEO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11927.77265,,,,,12827.69883,,,,,13341.74891,,,,,14240.56835,,,,,15197.38562,,15596.9949,,,
Germany,DEU,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,1445.442307,,,,,1390.489179,,,,,1359.792921,,,,,1368.989952,,,,,1365.956877,,,,,1374.616007,,,,,1327.1384,,,,,1304.324967,,,,,1297.150591,,,,,1300.652957,,,,,1330.418465,,1321.273115,,,
Ghana,GHA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,4276.36073,,,,,3760.497746,,,,,3335.691803,,,,,2973.535534,,,,,2637.510483,,,,,2247.540056,,,,,1959.408049,,,,,1720.729371,,,,,1520.739117,,,,,1334.789296,,,,,1177.47415,,1123.780406,,,
Gibraltar,GIB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,6865.340954,,,,,6678.882112,,,,,6525.191514,,,,,6230.878321,,,,,5924.707388,,,,,5799.654921,,,,,5577.426654,,,,,5440.258041,,,,,5320.114012,,,,,5249.59422,,,,,5251.239677,,5324.807276,,,
Greenland,GRL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10652016.46,,,,,10662187.25,,,,,,,,,,
Grenada,GRD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2163.916689,,,,,2106.127779,,,,,2129.154513,,,,,2217.688282,,,,,2148.435402,,,,,2012.47736,,,,,2057.655507,,,,,1977.808983,,,,,1958.863859,,,,,1930.762844,,,,,1896.076071,,1880.406168,,,
Guam,GUM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,24461.00117,,,,,21160.29329,,,,,18378.98992,,,,,16140.67574,,,,,14265.52346,,,,,12640.19387,,,,,11247.8246,,,,,10029.7273,,,,,8944.332831,,,,,7970.636525,,,,,7150.7825,,6857.763393,,,
Guinea,GIN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,61235.59338,,,,,56170.19669,,,,,52581.48327,,,,,51381.33957,,,,,48181.41796,,,,,41995.85876,,,,,33437.70039,,,,,27104.86031,,,,,24733.66169,,,,,22383.4912,,,,,20032.8521,,19143.60491,,,
Guinea-Bissau,GNB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,25398.07514,,,,,23757.83637,,,,,21578.17368,,,,,20336.72533,,,,,19215.34153,,,,,16956.03195,,,,,15054.57283,,,,,13562.45979,,,,,12369.32007,,,,,11065.32832,,,,,9767.180929,,9271.363539,,,
Guyana,GUY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,397502.8246,,,,,356576.9207,,,,,333819.0562,,,,,316097.0798,,,,,308481.5794,,,,,318149.2952,,,,,322134.8047,,,,,316892.6115,,,,,320528.1666,,,,,322248.95,,,,,320014.4471,,315695.8474,,,
Haiti,HTI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,3234.232248,,,,,2926.535194,,,,,2667.864232,,,,,2435.682353,,,,,2184.620774,,,,,1950.35865,,,,,1761.208072,,,,,1603.806532,,,,,1472.596852,,,,,1361.32166,,,,,1264.43138,,1230.554915,,,
Honduras,HND,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,42056.88117,,,,,36462.14991,,,,,31456.08795,,,,,27039.80363,,,,,23182.80534,,,,,19961.23126,,,,,17275.6923,,,,,15037.61394,,,,,13209.6643,,,,,11761.84864,,,,,10658.8024,,10291.49473,,,
